"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOCKLEY","219","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","131,000",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOCKLEY","219","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","83,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOCKLEY","219","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","83,800",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOWARD","227","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","76,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOWARD","227","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","80,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOWARD","227","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","40,100",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOWARD","227","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","41,000",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOWARD","227","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","36,600",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","HOWARD","227","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","39,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","165,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","167,300",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","118,200",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","119,100",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","47,500",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LAMB","279","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","48,200",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","262,100",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","262,400",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","208,000",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","208,000",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","54,100",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LUBBOCK","303","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","54,400",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","237,300",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","239,400",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","65,000",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","65,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","172,300",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","LYNN","305","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","173,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","123,000",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","124,800",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","12,500",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","12,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","110,500",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MARTIN","317","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","112,100",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","26,600",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","27,200",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","11,100",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","15,900",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","MIDLAND","329","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","16,100",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","191,200",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","191,800",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","116,700",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","117,100",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","74,500",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","TERRY","445","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","74,800",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","61,900",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","62,200",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","41,000",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","41,100",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","20,900",""
"SURVEY","1973","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","YOAKUM","501","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","21,100",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,600",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,800",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,200",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,300",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","400",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","ARMSTRONG","011","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","500",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","22,300",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","26,600",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","13,300",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","14,600",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","BRISCOE","045","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","12,000",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","40,400",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","48,600",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","39,500",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","47,400",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","CASTRO","069","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,200",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,800",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","6,300",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,600",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","DEAF SMITH","117","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","5,900",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","97,400",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","108,800",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","84,700",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","92,300",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","12,700",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","FLOYD","153","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","16,500",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","GRAY","179","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,200",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","GRAY","179","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,600",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","GRAY","179","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","GRAY","179","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","GRAY","179","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,200",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","GRAY","179","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,600",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","149,100",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","161,500",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","142,600",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","152,800",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,500",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HALE","189","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","8,700",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HEMPHILL","211","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","600",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","HEMPHILL","211","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","100",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","250",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","400",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","550",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","700",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,400",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","36,800",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","43,200",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","35,900",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","42,100",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","PARMER","369","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,100",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","RANDALL","381","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","RANDALL","381","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,750",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","RANDALL","381","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,300",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","RANDALL","381","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,350",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","44,200",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND - ACRES PLANTED","TOTAL","NOT SPECIFIED","50,000",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","42,500",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND, IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","47,700",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,700",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","NORTHERN HIGH PLAINS","11","SWISHER","437","","","00000000","","COTTON","COTTON, UPLAND, NON-IRRIGATED - ACRES PLANTED","TOTAL","NOT SPECIFIED","2,300",""
"SURVEY","1972","YEAR","","COUNTY","TEXAS","48","SOUTHERN HIGH PLAINS","12","ANDREWS","003","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,900",""
